word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
মোরগ,22,59,0.24212,0.05263,1.06843
সাহস,1561,1263,0.24209,0.05263,1.06842
করোনি,32,56,0.17763,0.02041,1.0684
তালে,206,325,0.24206,0.05263,1.0684
হৃদ্যতা,23,30,0.13681,0.0,1.0684
তির,57,35,0.19864,0.03093,1.06839
ঘণ্টাখানেক,133,128,0.2201,0.04167,1.06838
প্রতীক্ষা,301,226,0.24197,0.05263,1.06836
সুপারিশ,20,25,0.13664,0.0,1.06832
সরীসৃপ,37,49,0.1568,0.0101,1.0683
একবাক্যে,85,44,0.17737,0.02041,1.06828
ভুলব,68,81,0.19838,0.03093,1.06826
গৌণ,22,39,0.13647,0.0,1.06824
সেতু,42,50,0.19834,0.03093,1.06824
স্বকীয়,49,38,0.13649,0.0,1.06824
সারবে,39,31,0.13635,0.0,1.06818
সজীব,173,64,0.19819,0.03093,1.06817
চোরডাকাত,29,41,0.15651,0.0101,1.06815
এবাড়ি,90,228,0.21957,0.04167,1.06812
রাঁধে,35,27,0.15643,0.0101,1.06812
সঞ্চারিত,92,78,0.15645,0.0101,1.06812
ভোজন,352,82,0.28676,0.07527,1.06811
নাতা,248,161,0.21954,0.04167,1.0681
বলেনি,88,378,0.21947,0.04167,1.06807
যবনিকা,68,62,0.17692,0.02041,1.06805
চক্ষুর,180,40,0.21937,0.04167,1.06802
কথাম,23,22,0.136,0.0,1.068
করিতেছি,724,89,0.24126,0.05263,1.068
কুণ্ডলী,24,61,0.1562,0.0101,1.068
লাইসেন্স,22,43,0.15621,0.0101,1.068
আগ্রহ,552,433,0.28652,0.07527,1.06799
মিলিটারি,51,152,0.21931,0.04167,1.06799
সাগ্রহে,124,81,0.24124,0.05263,1.06799
ঘরদোর,76,56,0.17678,0.02041,1.06798
ঢুকব,45,45,0.17678,0.02041,1.06798
শোনাব,37,30,0.1561,0.0101,1.06795
সেইটেই,94,116,0.19776,0.03093,1.06795
এখুনি,248,533,0.2192,0.04167,1.06793
কাহিল,39,44,0.15605,0.0101,1.06792
গাঁট,27,35,0.15601,0.0101,1.0679
চাপিয়ে,86,214,0.19765,0.03093,1.0679
উৎসাহ,693,548,0.28631,0.07527,1.06789
বাগানবাড়ি,43,90,0.1766,0.02041,1.06789
শুনেছিলুম,27,32,0.13579,0.0,1.06789
একলা,721,816,0.26342,0.06383,1.06788
ক্ষেপ,63,156,0.21909,0.04167,1.06788
মলিন,469,215,0.26342,0.06383,1.06788
আত্মপ্রকাশ,89,97,0.19755,0.03093,1.06785
ইউরোপে,122,33,0.15587,0.0101,1.06783
বৌ,573,337,0.24091,0.05263,1.06782
নেপোলিয়ন,30,24,0.15583,0.0101,1.06781
চাও,848,756,0.26314,0.06383,1.06774
ভ্রমণে,25,23,0.17629,0.02041,1.06774
রোমান,43,22,0.15564,0.0101,1.06772
স্বামী,2735,1069,0.30932,0.08696,1.0677
প্রতিশোধ,213,182,0.21872,0.04167,1.06769
সমসাময়িক,42,71,0.13537,0.0,1.06768
পল্লী,160,107,0.21865,0.04167,1.06766
রবার,39,62,0.17613,0.02041,1.06766
হাইকোর্ট,52,42,0.17614,0.02041,1.06766
অসম্মান,139,44,0.17612,0.02041,1.06765
ফুটিল,92,29,0.1761,0.02041,1.06764
উলঙ্গ,97,78,0.21855,0.04167,1.06761
প্রাণী,239,331,0.26287,0.06383,1.06761
ফোন,161,691,0.28574,0.07527,1.0676
চুরির,127,98,0.21852,0.04167,1.06759
চুম্বন,328,106,0.21849,0.04167,1.06758
ভবিষ্যতে,22,20,0.13515,0.0,1.06758
তামিল,38,40,0.197,0.03093,1.06757
নির্বোধ,272,182,0.28567,0.07527,1.06757
আরে,459,916,0.24037,0.05263,1.06756
বাসি,122,197,0.26279,0.06383,1.06756
প্রচারক,23,23,0.13508,0.0,1.06754
পৌত্র,53,26,0.13506,0.0,1.06753
হও,1109,372,0.21839,0.04167,1.06753
ভগ্নীপতি,26,26,0.15522,0.0101,1.06751
পাণ্ডুর,90,25,0.17579,0.02041,1.06749
পাড়ে,101,219,0.2855,0.07527,1.06748
জয়ী,146,85,0.19679,0.03093,1.06747
বোঝ,338,496,0.28547,0.07527,1.06747
ধূমপান,59,61,0.21826,0.04167,1.06746
হইত,5089,640,0.33268,0.0989,1.06744
বাণীর,42,54,0.19671,0.03093,1.06743
খ্রীস্টাব্দে,37,55,0.15502,0.0101,1.06741
শুকিয়ে,237,445,0.24008,0.05263,1.06741
ভাবনা,657,621,0.28534,0.07527,1.0674
কুমির,116,141,0.24005,0.05263,1.06739
নৈশ,92,44,0.21812,0.04167,1.06739
চেহারা,45,104,0.19662,0.03093,1.06738
মৃত্যু,1287,1386,0.26243,0.06383,1.06738
ওগো,464,158,0.21808,0.04167,1.06737
পেরিয়ে,106,619,0.23998,0.05263,1.06736
শিকারে,39,78,0.17553,0.02041,1.06735
সখি,281,46,0.26233,0.06383,1.06733
হেথা,151,29,0.218,0.04167,1.06733
সুমিষ্ট,87,31,0.19649,0.03093,1.06732
সূক্ষ্ম,265,249,0.21796,0.04167,1.06731
সুরেশদা,25,32,0.13459,0.0,1.0673
অতলে,21,68,0.1754,0.02041,1.06729
কাবু,76,94,0.19637,0.03093,1.06726
সুড়সুড়ি,21,54,0.17532,0.02041,1.06725
মোম,32,74,0.19633,0.03093,1.06724
কিনেছি,24,40,0.15464,0.0101,1.06722
উধা,62,237,0.19627,0.03093,1.06721
বেঁধে,651,1057,0.26208,0.06383,1.06721
নখদর্পণে,25,20,0.13433,0.0,1.06716
ছুঁচ,68,66,0.21759,0.04167,1.06713
সাজান,53,20,0.17505,0.02041,1.06712
তিনকড়িবাবু,37,47,0.15441,0.0101,1.06711
পলাইয়া,280,27,0.21754,0.04167,1.0671
ঝাঁকুনি,24,164,0.19604,0.03093,1.06709
ডায়েরি,25,55,0.175,0.02041,1.06709
মজলিশ,21,20,0.15435,0.0101,1.06708
গবেষণ,33,78,0.196,0.03093,1.06707
ঘুঘু,57,83,0.21747,0.04167,1.06707
ফোঁ,274,418,0.28467,0.07527,1.06707
হোক‌,43,27,0.13413,0.0,1.06707
কাটাকা,63,94,0.26175,0.06383,1.06705
ধনীর,107,71,0.17491,0.02041,1.06705
সাধারণের,207,80,0.19595,0.03093,1.06705
…কিন্তু,22,37,0.13409,0.0,1.06705
টেলিফোন,83,397,0.23934,0.05263,1.06704
প্রকাশে,51,22,0.15429,0.0101,1.06704
প্রপিতামহ,31,29,0.15425,0.0101,1.06702
আঁক,89,137,0.23929,0.05263,1.06701
টীকা,36,31,0.17484,0.02041,1.06701
হইল,14507,2266,0.21734,0.04167,1.06701
বিক্রির,24,41,0.17482,0.02041,1.067
সরকারী,162,106,0.21728,0.04167,1.06698
খাটো,167,171,0.26159,0.06383,1.06697
অবস্থা,2066,1723,0.30783,0.08696,1.06696
তিরস্ক,235,66,0.23917,0.05263,1.06696
শিউ,47,63,0.23917,0.05263,1.06695
বালিকা,630,58,0.28439,0.07527,1.06693
দ্বীপ,506,238,0.28416,0.07527,1.06681
দাপাদাপি,21,66,0.15379,0.0101,1.06679
আসন্ন,193,141,0.23881,0.05263,1.06677
নিরস্ত্র,70,54,0.19538,0.03093,1.06676
শুনিত,133,29,0.26117,0.06383,1.06675
সংগ্রামে,130,56,0.17431,0.02041,1.06675
গান্ধীর,25,23,0.15369,0.0101,1.06674
বর্ষায়,67,44,0.15366,0.0101,1.06673
বুজিয়া,295,40,0.21678,0.04167,1.06672
অনুরাগী,30,41,0.13342,0.0,1.06671
আভিজাত্য,49,88,0.15362,0.0101,1.06671
নীল,699,969,0.28393,0.07527,1.0667
আচ্ছাদন,62,29,0.2167,0.04167,1.06668
তালগা,34,32,0.13335,0.0,1.06668
রাশিয়,31,24,0.13328,0.0,1.06664
তৈরি,1074,1904,0.2838,0.07527,1.06663
সিদ্ধান্,63,64,0.17405,0.02041,1.06662
জেদ,57,94,0.17399,0.02041,1.06659
উঠিতেছিল,192,53,0.23843,0.05263,1.06658
চিন্তায়,219,210,0.23843,0.05263,1.06658
জনহীন,156,62,0.21647,0.04167,1.06657
যোগসূত্র,24,59,0.15334,0.0101,1.06657
সংস্কৃতি,31,301,0.19495,0.03093,1.06655
ধামা,37,41,0.21641,0.04167,1.06654
ভেবেছি,211,496,0.26075,0.06383,1.06654
ইরান,32,42,0.13302,0.0,1.06651
কোদাল,40,96,0.21633,0.04167,1.0665
বেশীদিন,39,22,0.13299,0.0,1.0665
আসিনি,85,117,0.15319,0.0101,1.06649
একক,23,99,0.17379,0.02041,1.06649
করতাম,118,313,0.19483,0.03093,1.06649
রূপান্তর,49,74,0.15309,0.0101,1.06644
অসুখী,36,31,0.15305,0.0101,1.06643
গরুর,176,128,0.2162,0.04167,1.06643
বেগ,260,208,0.26052,0.06383,1.06643
পীড়ন,142,106,0.19465,0.03093,1.0664
ঐসব,34,32,0.13277,0.0,1.06639
শ্রেয়,91,73,0.17359,0.02041,1.06639
বাহুবলে,48,31,0.13275,0.0,1.06637
আপাতদৃষ্,31,39,0.15291,0.0101,1.06635
অপমানিত,118,107,0.23792,0.05263,1.06633
বেশিদিন,95,152,0.19451,0.03093,1.06633
ঘটিত,145,27,0.23781,0.05263,1.06627
বেশীক্ষণ,59,47,0.15267,0.0101,1.06624
দেখনি,45,33,0.13238,0.0,1.06619
কোনদিন,724,770,0.28283,0.07527,1.06615
সাজসজ্জা,95,37,0.19409,0.03093,1.06612
ফুঁড়ে,26,28,0.17304,0.02041,1.06611
ধাত,57,76,0.19405,0.03093,1.0661
জরুরি,83,182,0.17291,0.02041,1.06605
জামায়,22,30,0.1523,0.0101,1.06605
খরচে,52,30,0.19387,0.03093,1.06601
হাসবে,38,75,0.17283,0.02041,1.06601
জুটে,61,67,0.1728,0.02041,1.06599
দৃশ্যমান,57,33,0.15214,0.0101,1.06597
ত্রু,420,223,0.28246,0.07527,1.06596
কানায়,71,71,0.19373,0.03093,1.06594
প্রবর্তিত,48,32,0.13189,0.0,1.06594
বেদী,46,28,0.17268,0.02041,1.06593
লেহন,37,33,0.15206,0.0101,1.06593
আবহাওয়া,65,150,0.19368,0.03093,1.06591
কাণ্ডকারখানা,24,30,0.13182,0.0,1.06591
বিপ্লব,166,156,0.21514,0.04167,1.0659
নাচে,103,79,0.19362,0.03093,1.06588
মোহর,230,133,0.3295,0.0989,1.06585
শান্তিপূর্ণ,24,43,0.1519,0.0101,1.06585
আকর্ষণ,626,547,0.28221,0.07527,1.06584
পোপ,27,31,0.13167,0.0,1.06584
ক্ষুন্ন,37,33,0.13167,0.0,1.06583
শিক্ষাদীক্ষা,26,24,0.13167,0.0,1.06583
প্রতিহিংসা,78,43,0.17243,0.02041,1.06581
শুনবো,33,25,0.1518,0.0101,1.0658
খুঁটিনাটি,51,70,0.15177,0.0101,1.06578
বিকশিত,159,78,0.21489,0.04167,1.06578
অস্বীক,497,404,0.2368,0.05263,1.06577
চৌকাঠ,108,83,0.21486,0.04167,1.06576
যাননি,59,151,0.1933,0.03093,1.06572
উচ্চবাচ্য,29,32,0.13139,0.0,1.06569
নির্যাতন,62,66,0.17215,0.02041,1.06567
কাটাইয়া,321,89,0.25896,0.06383,1.06565
মরুক,55,59,0.1515,0.0101,1.06565
হাসপাতাল,228,303,0.25896,0.06383,1.06565
নিরুত্তর,173,86,0.23654,0.05263,1.06564
কমিয়ে,40,72,0.17206,0.02041,1.06562
বাকি,1101,1278,0.23651,0.05263,1.06562
বিপজ্জনক,84,87,0.15139,0.0101,1.06559
দেশের,3044,1811,0.23643,0.05263,1.06558
প্রেম,1140,1066,0.28171,0.07527,1.06558
মিনিটখানেক,78,54,0.15136,0.0101,1.06558
উপায়,2691,1852,0.23634,0.05263,1.06554
তোরে,196,80,0.28149,0.07527,1.06548
অতুলনীয়,65,39,0.15113,0.0101,1.06547
গড়াইয়া,234,40,0.23621,0.05263,1.06547
শতাধিক,22,24,0.13094,0.0,1.06547
সবুজ,397,653,0.30485,0.08696,1.06547
মনোবৃত্তি,41,28,0.13091,0.0,1.06545
গলিটা,21,69,0.19274,0.03093,1.06544
রীতির,21,30,0.13086,0.0,1.06543
যাসনে,25,25,0.1308,0.0,1.0654
গর্ভে,131,56,0.21412,0.04167,1.06539
বেরো,113,174,0.21407,0.04167,1.06537
ঋজু,30,77,0.15091,0.0101,1.06535
সভয়ে,324,112,0.21404,0.04167,1.06535
অধিনায়ক,45,21,0.15089,0.0101,1.06534
হয়রান,64,59,0.1925,0.03093,1.06532
গাম্ভীর্যে,20,25,0.17132,0.02041,1.06525
টু,58,200,0.25817,0.06383,1.06525
ফাটা,29,113,0.17129,0.02041,1.06524
বলিলেনআমার,29,28,0.23573,0.05263,1.06523
আসক্ত,40,30,0.13045,0.0,1.06522
ঢালিয়া,218,55,0.21376,0.04167,1.06522
ঘর্মাক্ত,22,28,0.13042,0.0,1.06521
পারতপক্ষে,25,28,0.1303,0.0,1.06515
হ্যাঁ,1718,5606,0.23556,0.05263,1.06515
করিল‌,52,157,0.21357,0.04167,1.06512
দুগ্ধ,144,25,0.25788,0.06383,1.06511
প্রচেষ্,83,99,0.15043,0.0101,1.06511
ছাট,26,21,0.13017,0.0,1.06508
আরোহী,77,59,0.19199,0.03093,1.06507
ধুপ,21,23,0.15034,0.0101,1.06507
মেয়েছেলে,24,84,0.17096,0.02041,1.06507
গুন,74,160,0.30394,0.08696,1.06501
এইটুকুই,75,67,0.19185,0.03093,1.06499
মুখভঙ্গি,39,45,0.15019,0.0101,1.06499
যামু,41,28,0.17077,0.02041,1.06498
ঘেরা,31,57,0.15013,0.0101,1.06497
স্টেটের,68,26,0.19179,0.03093,1.06497
সংযমী,22,23,0.15008,0.0101,1.06494
সবিনয়ে,108,64,0.21321,0.04167,1.06494
মুখপোড়া,27,29,0.15007,0.0101,1.06493
অমঙ্গল,195,100,0.21317,0.04167,1.06492
ট্যাক্সির,23,39,0.15003,0.0101,1.06491
নরনারীর,144,46,0.17063,0.02041,1.06491
সকরুণ,90,23,0.19168,0.03093,1.06491
ফেরা,37,89,0.17062,0.02041,1.0649
যাক্,75,38,0.15,0.0101,1.0649
বলছিলে,68,81,0.17054,0.02041,1.06486
ভ্যাবাচ্যাকা,20,43,0.17051,0.02041,1.06485
খুঁজছ,23,40,0.14989,0.0101,1.06484
তোলপাড়,91,90,0.19155,0.03093,1.06484
চোয়াল,37,129,0.23493,0.05263,1.06483
বহিয়া,426,75,0.23492,0.05263,1.06483
বাঁচালে,24,35,0.12966,0.0,1.06483
স্ফীত,108,54,0.1915,0.03093,1.06482
গলিয়া,111,23,0.21294,0.04167,1.06481
বাণিজ্য,160,151,0.17041,0.02041,1.06479
সম্মতি,197,109,0.23481,0.05263,1.06477
নিমন্ত্রিত,94,52,0.1703,0.02041,1.06474
পড়াশুনো,31,61,0.17029,0.02041,1.06474
বাঁধব,27,40,0.1703,0.02041,1.06474
জানাশোনা,27,51,0.14961,0.0101,1.06471
পরিবর্তিত,140,82,0.17021,0.02041,1.0647
পৈশাচিক,81,77,0.19126,0.03093,1.0647
কনিষ্ঠ,155,42,0.23461,0.05263,1.06467
বিস্ত,330,209,0.21264,0.04167,1.06465
ঝোলা,22,108,0.19112,0.03093,1.06463
ভূতপূর্ব,41,38,0.14944,0.0101,1.06462
আঁধ,302,134,0.21254,0.04167,1.0646
দক্ষতা,28,24,0.1292,0.0,1.0646
প্রবীণ,140,99,0.21246,0.04167,1.06457
পঞ্চান্ন,21,56,0.27952,0.07527,1.06449
ঝাড়ে,22,41,0.16975,0.02041,1.06447
হেডমাস্,80,66,0.1908,0.03093,1.06447
মাসীমা,66,42,0.19073,0.03093,1.06444
যাতায়াত,372,387,0.23411,0.05263,1.06442
অপরিচিত,471,254,0.23409,0.05263,1.06441
বড়দিন,34,29,0.19062,0.03093,1.06438
আপদ,110,108,0.234,0.05263,1.06437
গ্রেপ্ত,181,235,0.19057,0.03093,1.06436
মন্দির,827,490,0.30246,0.08696,1.06428
নিহিত,175,78,0.16936,0.02041,1.06427
বাহিয়া,315,32,0.21187,0.04167,1.06427
বাড়াবাড়ি,221,190,0.19037,0.03093,1.06426
ভণ্ডামি,40,21,0.12851,0.0,1.06425
কুঁচ,49,433,0.25613,0.06383,1.06424
দস্তানা,29,34,0.1693,0.02041,1.06424
বহুত,33,101,0.27899,0.07527,1.06423
তাঁবুর,139,85,0.16917,0.02041,1.06418
ভালোয়,24,27,0.14857,0.0101,1.06418
মাস্টারি,22,43,0.19021,0.03093,1.06418
মুকুট,134,46,0.25601,0.06383,1.06418
অধীশ্বর,54,42,0.14845,0.0101,1.06412
ভেবেচিন্,48,96,0.19008,0.03093,1.06411
লেখাপড়,65,62,0.16898,0.02041,1.06408
ছোঁড়,22,38,0.14835,0.0101,1.06407
অন্যতম,110,180,0.1483,0.0101,1.06405
পিতা,1439,373,0.35033,0.11111,1.06405
কাছাকা,353,811,0.23333,0.05263,1.06403
ঠেলাঠে,65,53,0.21131,0.04167,1.06399
অখণ্ড,111,97,0.18979,0.03093,1.06397
কাঁপিয়ে,35,167,0.21127,0.04167,1.06397
অ্যাসিড,21,49,0.16871,0.02041,1.06395
নিয়ো,76,38,0.18975,0.03093,1.06395
রেখায়,66,117,0.16871,0.02041,1.06395
ওঘর,38,42,0.2112,0.04167,1.06393
নাকিন্তু,155,49,0.23309,0.05263,1.06391
বসাইয়া,440,71,0.23303,0.05263,1.06389
বিচ,991,594,0.32548,0.0989,1.06384
মাঝখানে,1020,1094,0.30157,0.08696,1.06383
অখ্যাত,26,43,0.14783,0.0101,1.06382
উন্মুখ,75,53,0.16845,0.02041,1.06382
বড়জোর,44,65,0.21094,0.04167,1.0638
শোনালে,20,29,0.1478,0.0101,1.0638
বুলি,98,185,0.23285,0.05263,1.06379
দয়াময়,98,62,0.18938,0.03093,1.06376
প্রয়োগে,40,61,0.12752,0.0,1.06376
চালানো,59,102,0.16831,0.02041,1.06375
তাড়িয়ে,214,289,0.1683,0.02041,1.06374
প্রতিনিয়ত,31,23,0.12743,0.0,1.06372
বিদ্ধ,253,99,0.2327,0.05263,1.06372
বাড়িখানা,77,36,0.18925,0.03093,1.0637
সেকথ,20,33,0.14758,0.0101,1.06369
বসেছিলুম,20,20,0.1273,0.0,1.06365
প্রতিধ্বনিত,78,32,0.18913,0.03093,1.06364
ডিরেক্টর,25,32,0.1474,0.0101,1.0636
ফুরিয়ে,126,265,0.21053,0.04167,1.0636
ছসাত,40,28,0.14737,0.0101,1.06359
কৃতজ্ঞতা,108,101,0.16798,0.02041,1.06358
বোঝাপড়া,57,57,0.14733,0.0101,1.06357
গল্পে,76,122,0.21046,0.04167,1.06356
নিলুম,59,131,0.18897,0.03093,1.06356
দেশান্তরে,35,34,0.16792,0.02041,1.06355
অবিরাম,62,88,0.18892,0.03093,1.06353
ঘোম,259,324,0.21038,0.04167,1.06352
চারিদিকে,46,20,0.14725,0.0101,1.06352
হাসে,317,702,0.27758,0.07527,1.06352
জড়ো,137,192,0.23229,0.05263,1.06351
পাঁক,44,75,0.21036,0.04167,1.06351
শ্রোত,40,47,0.14722,0.0101,1.06351
আলিঙ্গনে,29,43,0.14721,0.0101,1.0635
নামাইয়া,452,129,0.23227,0.05263,1.0635
বিপর্যস্ত,48,36,0.14717,0.0101,1.06348
বুন,20,29,0.14714,0.0101,1.06347
দেখবে,285,482,0.25458,0.06383,1.06346
দেখিল,2412,460,0.30081,0.08696,1.06345
বিকৃতি,57,79,0.16769,0.02041,1.06344
মই,38,48,0.16762,0.02041,1.0634
বোর্ড,58,133,0.18863,0.03093,1.06339
সজ্ঞানে,37,37,0.14693,0.0101,1.06337
ব্যাকুলভাবে,56,46,0.23193,0.05263,1.06333
ভালোবাসত,32,55,0.16748,0.02041,1.06333
মানুষকে,38,46,0.14683,0.0101,1.06331
অশরীরী,57,86,0.18838,0.03093,1.06326
আড়ালে,692,660,0.23179,0.05263,1.06326
ফিরাইয়া,938,220,0.27707,0.07527,1.06326
ভাগ্যবান,59,71,0.16733,0.02041,1.06326
তাজা,80,128,0.23177,0.05263,1.06325
বিশ্বাসে,73,88,0.18835,0.03093,1.06325
ব্যাপক,87,63,0.14665,0.0101,1.06322
মারো,40,75,0.23171,0.05263,1.06322
অবাস্তব,52,68,0.18827,0.03093,1.06321
উঠব,83,160,0.25407,0.06383,1.06321
নিভিয়া,38,62,0.16723,0.02041,1.06321
হেঁটে,211,729,0.23164,0.05263,1.06319
দেখাসাক্ষাৎ,70,49,0.14652,0.0101,1.06316
চারিধারে,141,41,0.23156,0.05263,1.06315
আত্মত্যাগ,56,21,0.14644,0.0101,1.06312
সংস্পর্শে,73,56,0.18803,0.03093,1.06309
দে,1030,1265,0.32396,0.0989,1.06308
মানো,28,31,0.14636,0.0101,1.06308
খুললে,46,78,0.188,0.03093,1.06307
নালিশ,425,120,0.25381,0.06383,1.06307
লোটা,22,27,0.16695,0.02041,1.06307
প্রত্যুত্তরে,242,57,0.20944,0.04167,1.06306
বিলীন,95,57,0.18798,0.03093,1.06306
আকৃতির,30,31,0.16693,0.02041,1.06305
বাজারের,156,284,0.25374,0.06383,1.06304
দ্যা,36,20,0.16688,0.02041,1.06303
পূর্বতন,29,25,0.12605,0.0,1.06303
এদিক,236,497,0.29991,0.08696,1.063
পরিপা,71,57,0.2093,0.04167,1.06298
ইতিবৃত্ত,42,20,0.14607,0.0101,1.06293
ওয়ারেন্ট,36,21,0.12586,0.0,1.06293
চাইতেই,33,45,0.18769,0.03093,1.06292
জুতো,27,49,0.14602,0.0101,1.06291
প্রয়াসী,21,61,0.12581,0.0,1.0629
শ্বশুরবাড়ি,235,112,0.18767,0.03093,1.0629
কাঠ,953,986,0.29966,0.08696,1.06287
অশান্তি,114,123,0.16653,0.02041,1.06286
পশুপক্ষী,24,23,0.14592,0.0101,1.06286
আপত্তির,45,30,0.14584,0.0101,1.06282
সুন্দরবন,56,54,0.16645,0.02041,1.06282
মরলে,46,92,0.20892,0.04167,1.0628
মুক্তি,586,801,0.29951,0.08696,1.0628
নির্বাহ,95,23,0.18745,0.03093,1.06279
কেল্ল,53,32,0.18738,0.03093,1.06276
দামি,130,133,0.23075,0.05263,1.06274
টিং,23,24,0.23073,0.05263,1.06273
ছাড়ান,21,32,0.12537,0.0,1.06269
সোসাই,32,44,0.1662,0.02041,1.06269
নেবো,69,57,0.18721,0.03093,1.06268
ঘনিষ্ঠ,227,222,0.23059,0.05263,1.06267
পচে,36,63,0.18719,0.03093,1.06267
অমানুষ,34,39,0.14552,0.0101,1.06266
ব্রিটিশ,195,150,0.20864,0.04167,1.06265
লিখত,41,56,0.18713,0.03093,1.06264
নিষ্প্রভ,31,43,0.14547,0.0101,1.06263
খুলতে,20,79,0.2085,0.04167,1.06259
ক্ষুধার্ত,55,78,0.18701,0.03093,1.06258
ফাটে,23,28,0.12509,0.0,1.06255
সহায়তা,186,86,0.16588,0.02041,1.06253
অতি,3637,1253,0.2527,0.06383,1.06252
দরখাস্ত,176,129,0.1869,0.03093,1.06252
নৌকোর,61,81,0.20837,0.04167,1.06252
ফেলত,23,62,0.18688,0.03093,1.06251
বাঁচি,321,93,0.23026,0.05263,1.0625
অনেককে,28,32,0.12499,0.0,1.06249
কেরানি,42,40,0.18683,0.03093,1.06249
বিক্ষিপ্ত,139,68,0.16581,0.02041,1.06249
নিষ্ঠুরতা,71,45,0.18682,0.03093,1.06248
পীড়াপীড়ি,172,53,0.18676,0.03093,1.06245
এস্থলে,102,35,0.14506,0.0101,1.06243
চুড়ির,21,56,0.16567,0.02041,1.06243
দুদশ,35,24,0.14504,0.0101,1.06242
তিনমাস,29,23,0.12482,0.0,1.06241
পুব,45,200,0.18665,0.03093,1.0624
ঠিকরে,62,97,0.14498,0.0101,1.06239
পাথরে,80,114,0.23001,0.05263,1.06237
বারোমাস,20,21,0.16556,0.02041,1.06237
ছিন্নভিন্ন,66,53,0.20804,0.04167,1.06235
হতাশা,26,62,0.14488,0.0101,1.06234
কনু,20,56,0.18653,0.03093,1.06233
চুলকো,30,65,0.16547,0.02041,1.06233
ছিলুম,149,148,0.2299,0.05263,1.06232
অতল,100,77,0.16544,0.02041,1.06231
আঘাতে,32,21,0.16542,0.02041,1.0623
বুঝে,746,1253,0.2985,0.08696,1.06229
রাজকন্যা,104,88,0.25223,0.06383,1.06228
অষ্টম,166,34,0.29841,0.08696,1.06225
মানসিক,482,202,0.27504,0.07527,1.06225
ফেলেছি,141,291,0.27498,0.07527,1.06222
চেনো,47,66,0.1446,0.0101,1.0622
ছাত,112,177,0.22966,0.05263,1.0622
ব্যবস্থায়,35,37,0.14458,0.0101,1.06219
কল্যাণীর,49,51,0.16514,0.02041,1.06216
ন্যাকামি,26,40,0.12433,0.0,1.06216
রন্ধ্রে,25,28,0.14452,0.0101,1.06216
ইঙ্গিত,484,429,0.25195,0.06383,1.06214
সংসার,870,533,0.22951,0.05263,1.06213
আচ,132,172,0.1861,0.03093,1.06212
খালে,40,36,0.16504,0.02041,1.06211
আনন্দময়,60,40,0.14438,0.0101,1.06209
তলিয়ে,73,194,0.20744,0.04167,1.06205
অলংক,61,40,0.18592,0.03093,1.06203
বাসর,25,42,0.16485,0.02041,1.06202
দুজনে,1206,1962,0.25167,0.06383,1.06201
রীতিনীতি,43,54,0.14422,0.0101,1.06201
আঃ,173,320,0.25166,0.06383,1.062
জলধা,61,20,0.12401,0.0,1.062
ফাক,21,24,0.16482,0.02041,1.062
পাঠালে,72,66,0.18577,0.03093,1.06196
বইয়ে,72,107,0.20725,0.04167,1.06196
মেজর,67,147,0.25159,0.06383,1.06196
অমরত্ব,47,31,0.14409,0.0101,1.06194
ঘৃণাভরে,27,21,0.14408,0.0101,1.06194
আরোগ্য,183,61,0.20719,0.04167,1.06193
ঘটিল,305,43,0.25144,0.06383,1.06189
পরিবারে,153,56,0.20712,0.04167,1.06189
শুকনো,289,624,0.2514,0.06383,1.06187
সেক্রেটারির,30,24,0.14395,0.0101,1.06187
আততায়ীর,37,34,0.18558,0.03093,1.06186
দ্বিগুণ,245,107,0.25137,0.06383,1.06185
চক্ষে,892,358,0.29759,0.08696,1.06184
দিকি,259,117,0.18554,0.03093,1.06184
ধোঁয়,57,102,0.18553,0.03093,1.06184
আঙিনায়,31,20,0.16447,0.02041,1.06183
ছুড়,22,35,0.18551,0.03093,1.06182
জমিদারী,87,71,0.20696,0.04167,1.06181
নিরাপদে,86,66,0.18547,0.03093,1.06181
খেলো,36,56,0.14379,0.0101,1.0618
উঠোন,92,305,0.20692,0.04167,1.06179
নারীত্ব,31,25,0.12351,0.0,1.06176
অন্দরমহল,23,33,0.1437,0.0101,1.06175
অভ্যেস,79,165,0.20683,0.04167,1.06175
ফেলতে,27,35,0.18536,0.03093,1.06175
বেদীর,30,23,0.16425,0.02041,1.06172
অষ্টাদশ,113,33,0.20676,0.04167,1.06171
উচ্ছল,24,49,0.14362,0.0101,1.06171
প্রকাণ্ড,883,467,0.27394,0.07527,1.0617
যশোর,50,35,0.20674,0.04167,1.0617
সাদৃশ্য,115,104,0.18523,0.03093,1.06169
রক্তমাংস,61,56,0.12336,0.0,1.06168
খালাসি,30,22,0.14354,0.0101,1.06167
জমির,148,201,0.27388,0.07527,1.06167
ব্রতী,50,26,0.12334,0.0,1.06167
ধরেছিল,49,154,0.18518,0.03093,1.06166
লো,176,89,0.16411,0.02041,1.06165
রোমান্টিক,30,49,0.12326,0.0,1.06163
সমস্যায়,27,29,0.14344,0.0101,1.06162
বৈকালে,230,43,0.18507,0.03093,1.06161
ড্রয়িংরুমে,25,25,0.1434,0.0101,1.0616
মেলিয়া,279,75,0.22843,0.05263,1.06159
সন্ধানে,359,313,0.29709,0.08696,1.06159
চূড়,23,28,0.12316,0.0,1.06158
